año,genero,cantidad
1971-01-01,Action,224
1971-01-01,Adult,144
1971-01-01,Adventure,166
1971-01-01,Animation,161
1971-01-01,Biography,42
1971-01-01,Comedy,615
1971-01-01,Crime,215
1971-01-01,Documentary,249
1971-01-01,Drama,897
1971-01-01,Family,164
1971-01-01,Fantasy,98
1971-01-01,Game-Show,8
1971-01-01,History,60
1971-01-01,Horror,171
1971-01-01,Music,96
1971-01-01,Musical,75
1971-01-01,Mystery,128
1971-01-01,News,10
1971-01-01,Reality-TV,7
1971-01-01,Romance,229
1971-01-01,Sci-Fi,94
1971-01-01,Short,464
1971-01-01,Sport,29
1971-01-01,Talk-Show,11
1971-01-01,Thriller,227
1971-01-01,War,71
1971-01-01,Western,104
1972-01-01,Action,278
1972-01-01,Adult,127
1972-01-01,Adventure,168
1972-01-01,Animation,149
1972-01-01,Biography,48
1972-01-01,Comedy,581
1972-01-01,Crime,222
1972-01-01,Documentary,239
1972-01-01,Drama,917
1972-01-01,Family,203
1972-01-01,Fantasy,105
1972-01-01,Game-Show,11
1972-01-01,History,83
1972-01-01,Horror,189
1972-01-01,Music,81
1972-01-01,Musical,83
1972-01-01,Mystery,112
1972-01-01,News,15
1972-01-01,Reality-TV,11
1972-01-01,Romance,196
1972-01-01,Sci-Fi,90
1972-01-01,Short,432
1972-01-01,Sport,44
1972-01-01,Talk-Show,14
1972-01-01,Thriller,225
1972-01-01,War,54
1972-01-01,Western,101
1973-01-01,Action,293
1973-01-01,Adult,122
1973-01-01,Adventure,137
1973-01-01,Animation,152
1973-01-01,Biography,74
1973-01-01,Comedy,549
1973-01-01,Crime,266
1973-01-01,Documentary,222
1973-01-01,Drama,884
1973-01-01,Family,170
1973-01-01,Fantasy,93
1973-01-01,Game-Show,3
1973-01-01,History,49
1973-01-01,Horror,193
1973-01-01,Music,91
1973-01-01,Musical,64
1973-01-01,Mystery,101
1973-01-01,News,5
1973-01-01,Reality-TV,5
1973-01-01,Romance,174
1973-01-01,Sci-Fi,100
1973-01-01,Short,384
1973-01-01,Sport,38
1973-01-01,Talk-Show,11
1973-01-01,Thriller,240
1973-01-01,War,48
1973-01-01,Western,56
1974-01-01,Action,311
1974-01-01,Adult,132
1974-01-01,Adventure,153
1974-01-01,Animation,135
1974-01-01,Biography,61
1974-01-01,Comedy,581
1974-01-01,Crime,250
1974-01-01,Documentary,222
1974-01-01,Drama,937
1974-01-01,Family,178
1974-01-01,Fantasy,102
1974-01-01,Game-Show,15
1974-01-01,History,60
1974-01-01,Horror,166
1974-01-01,Music,76
1974-01-01,Musical,67
1974-01-01,Mystery,95
1974-01-01,News,10
1974-01-01,Reality-TV,8
1974-01-01,Romance,196
1974-01-01,Sci-Fi,91
1974-01-01,Short,374
1974-01-01,Sport,29
1974-01-01,Talk-Show,16
1974-01-01,Thriller,238
1974-01-01,War,54
1974-01-01,Western,44
1975-01-01,Action,230
1975-01-01,Adult,172
1975-01-01,Adventure,159
1975-01-01,Animation,145
1975-01-01,Biography,60
1975-01-01,Comedy,622
1975-01-01,Crime,223
1975-01-01,Documentary,242
1975-01-01,Drama,885
1975-01-01,Family,180
1975-01-01,Fantasy,86
1975-01-01,Game-Show,13
1975-01-01,History,58
1975-01-01,Horror,144
1975-01-01,Music,73
1975-01-01,Musical,62
1975-01-01,Mystery,115
1975-01-01,News,11
1975-01-01,Reality-TV,5
1975-01-01,Romance,175
1975-01-01,Sci-Fi,94
1975-01-01,Short,367
1975-01-01,Sport,29
1975-01-01,Talk-Show,13
1975-01-01,Thriller,214
1975-01-01,War,68
1975-01-01,Western,57
1976-01-01,Action,273
1976-01-01,Adult,202
1976-01-01,Adventure,150
1976-01-01,Animation,134
1976-01-01,Biography,55
1976-01-01,Comedy,589
1976-01-01,Crime,250
1976-01-01,Documentary,236
1976-01-01,Drama,891
1976-01-01,Family,189
1976-01-01,Fantasy,93
1976-01-01,Game-Show,12
1976-01-01,History,62
1976-01-01,Horror,134
1976-01-01,Music,95
1976-01-01,Musical,60
1976-01-01,Mystery,96
1976-01-01,News,9
1976-01-01,Reality-TV,6
1976-01-01,Romance,168
1976-01-01,Sci-Fi,76
1976-01-01,Short,381
1976-01-01,Sport,37
1976-01-01,Talk-Show,17
1976-01-01,Thriller,216
1976-01-01,War,70
1976-01-01,Western,51
1977-01-01,Action,299
1977-01-01,Adult,150
1977-01-01,Adventure,157
1977-01-01,Animation,141
1977-01-01,Biography,60
1977-01-01,Comedy,546
1977-01-01,Crime,216
1977-01-01,Documentary,221
1977-01-01,Drama,869
1977-01-01,Family,205
1977-01-01,Fantasy,99
1977-01-01,Game-Show,11
1977-01-01,History,47
1977-01-01,Horror,136
1977-01-01,Music,87
1977-01-01,Musical,60
1977-01-01,Mystery,91
1977-01-01,News,8
1977-01-01,Reality-TV,8
1977-01-01,Romance,170
1977-01-01,Sci-Fi,96
1977-01-01,Short,349
1977-01-01,Sport,42
1977-01-01,Talk-Show,11
1977-01-01,Thriller,211
1977-01-01,War,59
1977-01-01,Western,30
1978-01-01,Action,253
1978-01-01,Adult,157
1978-01-01,Adventure,159
1978-01-01,Animation,219
1978-01-01,Biography,67
1978-01-01,Comedy,585
1978-01-01,Crime,179
1978-01-01,Documentary,254
1978-01-01,Drama,925
1978-01-01,Family,228
1978-01-01,Fantasy,105
1978-01-01,Game-Show,13
1978-01-01,History,82
1978-01-01,Horror,119
1978-01-01,Music,101
1978-01-01,Musical,73
1978-01-01,Mystery,82
1978-01-01,News,8
1978-01-01,Reality-TV,9
1978-01-01,Romance,201
1978-01-01,Sci-Fi,115
1978-01-01,Short,416
1978-01-01,Sport,42
1978-01-01,Talk-Show,9
1978-01-01,Thriller,181
1978-01-01,War,59
1978-01-01,Western,31
1979-01-01,Action,336
1979-01-01,Adult,170
1979-01-01,Adventure,185
1979-01-01,Animation,189
1979-01-01,Biography,54
1979-01-01,Comedy,623
1979-01-01,Crime,191
1979-01-01,Documentary,260
1979-01-01,Drama,969
1979-01-01,Family,200
1979-01-01,Fantasy,126
1979-01-01,Game-Show,16
1979-01-01,History,60
1979-01-01,Horror,123
1979-01-01,Music,93
1979-01-01,Musical,52
1979-01-01,Mystery,102
1979-01-01,News,10
1979-01-01,Reality-TV,11
1979-01-01,Romance,189
1979-01-01,Sci-Fi,126
1979-01-01,Short,388
1979-01-01,Sport,53
1979-01-01,Talk-Show,10
1979-01-01,Thriller,209
1979-01-01,War,70
1979-01-01,Western,37
1980-01-01,Action,325
1980-01-01,Adult,154
1980-01-01,Adventure,156
1980-01-01,Animation,187
1980-01-01,Biography,73
1980-01-01,Comedy,660
1980-01-01,Crime,194
1980-01-01,Documentary,235
1980-01-01,Drama,963
1980-01-01,Family,219
1980-01-01,Fantasy,103
1980-01-01,Game-Show,13
1980-01-01,History,56
1980-01-01,Horror,164
1980-01-01,Music,116
1980-01-01,Musical,64
1980-01-01,Mystery,102
1980-01-01,News,15
1980-01-01,Reality-TV,9
1980-01-01,Romance,200
1980-01-01,Sci-Fi,132
1980-01-01,Short,417
1980-01-01,Sport,36
1980-01-01,Talk-Show,14
1980-01-01,Thriller,223
1980-01-01,War,67
1980-01-01,Western,23
1981-01-01,Action,279
1981-01-01,Adult,193
1981-01-01,Adventure,170
1981-01-01,Animation,164
1981-01-01,Biography,79
1981-01-01,Comedy,637
1981-01-01,Crime,181
1981-01-01,Documentary,233
1981-01-01,Drama,918
1981-01-01,Family,230
1981-01-01,Fantasy,119
1981-01-01,Game-Show,13
1981-01-01,History,81
1981-01-01,Horror,169
1981-01-01,Music,101
1981-01-01,Musical,73
1981-01-01,Mystery,104
1981-01-01,News,18
1981-01-01,Reality-TV,10
1981-01-01,Romance,212
1981-01-01,Sci-Fi,123
1981-01-01,Short,355
1981-01-01,Sport,28
1981-01-01,Talk-Show,9
1981-01-01,Thriller,204
1981-01-01,War,70
1981-01-01,Western,18
1982-01-01,Action,288
1982-01-01,Adult,166
1982-01-01,Adventure,152
1982-01-01,Animation,188
1982-01-01,Biography,66
1982-01-01,Comedy,666
1982-01-01,Crime,172
1982-01-01,Documentary,256
1982-01-01,Drama,919
1982-01-01,Family,269
1982-01-01,Fantasy,131
1982-01-01,Game-Show,10
1982-01-01,History,65
1982-01-01,Horror,163
1982-01-01,Music,112
1982-01-01,Musical,72
1982-01-01,Mystery,83
1982-01-01,News,18
1982-01-01,Reality-TV,11
1982-01-01,Romance,222
1982-01-01,Sci-Fi,132
1982-01-01,Short,378
1982-01-01,Sport,31
1982-01-01,Talk-Show,18
1982-01-01,Thriller,194
1982-01-01,War,59
1982-01-01,Western,19
1983-01-01,Action,335
1983-01-01,Adult,224
1983-01-01,Adventure,167
1983-01-01,Animation,194
1983-01-01,Biography,60
1983-01-01,Comedy,682
1983-01-01,Crime,205
1983-01-01,Documentary,311
1983-01-01,Drama,999
1983-01-01,Family,238
1983-01-01,Fantasy,149
1983-01-01,Game-Show,16
1983-01-01,History,68
1983-01-01,Horror,148
1983-01-01,Music,131
1983-01-01,Musical,73
1983-01-01,Mystery,107
1983-01-01,News,12
1983-01-01,Reality-TV,16
1983-01-01,Romance,218
1983-01-01,Sci-Fi,129
1983-01-01,Short,397
1983-01-01,Sport,53
1983-01-01,Talk-Show,19
1983-01-01,Thriller,216
1983-01-01,War,74
1983-01-01,Western,20
1984-01-01,Action,315
1984-01-01,Adult,301
1984-01-01,Adventure,155
1984-01-01,Animation,198
1984-01-01,Biography,65
1984-01-01,Comedy,739
1984-01-01,Crime,199
1984-01-01,Documentary,304
1984-01-01,Drama,1019
1984-01-01,Family,271
1984-01-01,Fantasy,149
1984-01-01,Game-Show,23
1984-01-01,History,71
1984-01-01,Horror,137
1984-01-01,Music,160
1984-01-01,Musical,63
1984-01-01,Mystery,106
1984-01-01,News,16
1984-01-01,Reality-TV,11
1984-01-01,Romance,240
1984-01-01,Sci-Fi,138
1984-01-01,Short,431
1984-01-01,Sport,57
1984-01-01,Talk-Show,19
1984-01-01,Thriller,239
1984-01-01,War,73
1984-01-01,Western,19
1985-01-01,Action,366
1985-01-01,Adult,405
1985-01-01,Adventure,204
1985-01-01,Animation,223
1985-01-01,Biography,64
1985-01-01,Comedy,780
1985-01-01,Crime,237
1985-01-01,Documentary,313
1985-01-01,Drama,1018
1985-01-01,Family,263
1985-01-01,Fantasy,181
1985-01-01,Game-Show,20
1985-01-01,History,50
1985-01-01,Horror,172
1985-01-01,Music,183
1985-01-01,Musical,61
1985-01-01,Mystery,121
1985-01-01,News,11
1985-01-01,Reality-TV,19
1985-01-01,Romance,284
1985-01-01,Sci-Fi,167
1985-01-01,Short,465
1985-01-01,Sport,57
1985-01-01,Talk-Show,24
1985-01-01,Thriller,240
1985-01-01,War,89
1985-01-01,Western,21
1986-01-01,Action,386
1986-01-01,Adult,392
1986-01-01,Adventure,188
1986-01-01,Animation,247
1986-01-01,Biography,65
1986-01-01,Comedy,786
1986-01-01,Crime,250
1986-01-01,Documentary,286
1986-01-01,Drama,1053
1986-01-01,Family,274
1986-01-01,Fantasy,172
1986-01-01,Game-Show,21
1986-01-01,History,59
1986-01-01,Horror,207
1986-01-01,Music,137
1986-01-01,Musical,71
1986-01-01,Mystery,112
1986-01-01,News,15
1986-01-01,Reality-TV,21
1986-01-01,Romance,236
1986-01-01,Sci-Fi,183
1986-01-01,Short,475
1986-01-01,Sport,66
1986-01-01,Talk-Show,11
1986-01-01,Thriller,261
1986-01-01,War,72
1986-01-01,Western,20
1987-01-01,Action,421
1987-01-01,Adult,341
1987-01-01,Adventure,205
1987-01-01,Animation,272
1987-01-01,Biography,83
1987-01-01,Comedy,870
1987-01-01,Crime,283
1987-01-01,Documentary,364
1987-01-01,Drama,1178
1987-01-01,Family,265
1987-01-01,Fantasy,196
1987-01-01,Game-Show,23
1987-01-01,History,68
1987-01-01,Horror,240
1987-01-01,Music,152
1987-01-01,Musical,66
1987-01-01,Mystery,135
1987-01-01,News,24
1987-01-01,Reality-TV,19
1987-01-01,Romance,267
1987-01-01,Sci-Fi,205
1987-01-01,Short,537
1987-01-01,Sport,61
1987-01-01,Talk-Show,27
1987-01-01,Thriller,304
1987-01-01,War,91
1987-01-01,Western,23
1988-01-01,Action,443
1988-01-01,Adult,317
1988-01-01,Adventure,209
1988-01-01,Animation,221
1988-01-01,Biography,74
1988-01-01,Comedy,826
1988-01-01,Crime,264
1988-01-01,Documentary,328
1988-01-01,Drama,1084
1988-01-01,Family,244
1988-01-01,Fantasy,187
1988-01-01,Game-Show,20
1988-01-01,History,63
1988-01-01,Horror,279
1988-01-01,Music,141
1988-01-01,Musical,62
1988-01-01,Mystery,126
1988-01-01,News,25
1988-01-01,Reality-TV,13
1988-01-01,Romance,273
1988-01-01,Sci-Fi,189
1988-01-01,Short,544
1988-01-01,Sport,66
1988-01-01,Talk-Show,21
1988-01-01,Thriller,310
1988-01-01,War,91
1988-01-01,Western,24
1989-01-01,Action,487
1989-01-01,Adult,367
1989-01-01,Adventure,215
1989-01-01,Animation,218
1989-01-01,Biography,68
1989-01-01,Comedy,871
1989-01-01,Crime,304
1989-01-01,Documentary,375
1989-01-01,Drama,1157
1989-01-01,Family,270
1989-01-01,Fantasy,184
1989-01-01,Game-Show,27
1989-01-01,History,80
1989-01-01,Horror,285
1989-01-01,Music,141
1989-01-01,Musical,61
1989-01-01,Mystery,155
1989-01-01,News,18
1989-01-01,Reality-TV,28
1989-01-01,Romance,240
1989-01-01,Sci-Fi,192
1989-01-01,Short,570
1989-01-01,Sport,69
1989-01-01,Talk-Show,17
1989-01-01,Thriller,345
1989-01-01,War,95
1989-01-01,Western,19
1990-01-01,Action,485
1990-01-01,Adult,356
1990-01-01,Adventure,230
1990-01-01,Animation,247
1990-01-01,Biography,93
1990-01-01,Comedy,876
1990-01-01,Crime,313
1990-01-01,Documentary,397
1990-01-01,Drama,1161
1990-01-01,Family,281
1990-01-01,Fantasy,211
1990-01-01,Game-Show,31
1990-01-01,History,66
1990-01-01,Horror,263
1990-01-01,Music,185
1990-01-01,Musical,73
1990-01-01,Mystery,144
1990-01-01,News,25
1990-01-01,Reality-TV,26
1990-01-01,Romance,269
1990-01-01,Sci-Fi,187
1990-01-01,Short,587
1990-01-01,Sport,65
1990-01-01,Talk-Show,26
1990-01-01,Thriller,355
1990-01-01,War,76
1990-01-01,Western,18
1991-01-01,Action,493
1991-01-01,Adult,319
1991-01-01,Adventure,227
1991-01-01,Animation,260
1991-01-01,Biography,91
1991-01-01,Comedy,927
1991-01-01,Crime,273
1991-01-01,Documentary,456
1991-01-01,Drama,1222
1991-01-01,Family,261
1991-01-01,Fantasy,200
1991-01-01,Game-Show,23
1991-01-01,History,66
1991-01-01,Horror,244
1991-01-01,Music,196
1991-01-01,Musical,67
1991-01-01,Mystery,153
1991-01-01,News,21
1991-01-01,Reality-TV,26
1991-01-01,Romance,297
1991-01-01,Sci-Fi,201
1991-01-01,Short,609
1991-01-01,Sport,72
1991-01-01,Talk-Show,33
1991-01-01,Thriller,356
1991-01-01,War,60
1991-01-01,Western,32
1992-01-01,Action,461
1992-01-01,Adult,382
1992-01-01,Adventure,224
1992-01-01,Animation,262
1992-01-01,Biography,98
1992-01-01,Comedy,944
1992-01-01,Crime,280
1992-01-01,Documentary,501
1992-01-01,Drama,1116
1992-01-01,Family,247
1992-01-01,Fantasy,196
1992-01-01,Game-Show,25
1992-01-01,History,85
1992-01-01,Horror,217
1992-01-01,Music,182
1992-01-01,Musical,61
1992-01-01,Mystery,136
1992-01-01,News,31
1992-01-01,Reality-TV,17
1992-01-01,Romance,310
1992-01-01,Sci-Fi,161
1992-01-01,Short,634
1992-01-01,Sport,86
1992-01-01,Talk-Show,35
1992-01-01,Thriller,381
1992-01-01,War,59
1992-01-01,Western,26
1993-01-01,Action,505
1993-01-01,Adult,452
1993-01-01,Adventure,247
1993-01-01,Animation,264
1993-01-01,Biography,118
1993-01-01,Comedy,909
1993-01-01,Crime,288
1993-01-01,Documentary,516
1993-01-01,Drama,1246
1993-01-01,Family,281
1993-01-01,Fantasy,189
1993-01-01,Game-Show,20
1993-01-01,History,90
1993-01-01,Horror,238
1993-01-01,Music,181
1993-01-01,Musical,58
1993-01-01,Mystery,161
1993-01-01,News,26
1993-01-01,Reality-TV,20
1993-01-01,Romance,318
1993-01-01,Sci-Fi,219
1993-01-01,Short,679
1993-01-01,Sport,77
1993-01-01,Talk-Show,34
1993-01-01,Thriller,422
1993-01-01,War,72
1993-01-01,Western,28
1994-01-01,Action,524
1994-01-01,Adult,448
1994-01-01,Adventure,278
1994-01-01,Animation,308
1994-01-01,Biography,111
1994-01-01,Comedy,988
1994-01-01,Crime,289
1994-01-01,Documentary,572
1994-01-01,Drama,1270
1994-01-01,Family,317
1994-01-01,Fantasy,231
1994-01-01,Game-Show,29
1994-01-01,History,76
1994-01-01,Horror,225
1994-01-01,Music,181
1994-01-01,Musical,58
1994-01-01,Mystery,172
1994-01-01,News,19
1994-01-01,Reality-TV,30
1994-01-01,Romance,330
1994-01-01,Sci-Fi,247
1994-01-01,Short,772
1994-01-01,Sport,100
1994-01-01,Talk-Show,44
1994-01-01,Thriller,425
1994-01-01,War,71
1994-01-01,Western,45
1995-01-01,Action,545
1995-01-01,Adult,498
1995-01-01,Adventure,260
1995-01-01,Animation,309
1995-01-01,Biography,135
1995-01-01,Comedy,1077
1995-01-01,Crime,301
1995-01-01,Documentary,659
1995-01-01,Drama,1396
1995-01-01,Family,290
1995-01-01,Fantasy,234
1995-01-01,Game-Show,27
1995-01-01,History,87
1995-01-01,Horror,256
1995-01-01,Music,208
1995-01-01,Musical,65
1995-01-01,Mystery,172
1995-01-01,News,30
1995-01-01,Reality-TV,34
1995-01-01,Romance,412
1995-01-01,Sci-Fi,250
1995-01-01,Short,798
1995-01-01,Sport,96
1995-01-01,Talk-Show,46
1995-01-01,Thriller,473
1995-01-01,War,75
1995-01-01,Western,50
1996-01-01,Action,549
1996-01-01,Adult,347
1996-01-01,Adventure,273
1996-01-01,Animation,329
1996-01-01,Biography,130
1996-01-01,Comedy,1095
1996-01-01,Crime,329
1996-01-01,Documentary,747
1996-01-01,Drama,1486
1996-01-01,Family,324
1996-01-01,Fantasy,232
1996-01-01,Game-Show,27
1996-01-01,History,95
1996-01-01,Horror,269
1996-01-01,Music,190
1996-01-01,Musical,68
1996-01-01,Mystery,186
1996-01-01,News,35
1996-01-01,Reality-TV,34
1996-01-01,Romance,429
1996-01-01,Sci-Fi,285
1996-01-01,Short,966
1996-01-01,Sport,116
1996-01-01,Talk-Show,49
1996-01-01,Thriller,486
1996-01-01,War,61
1996-01-01,Western,19
1997-01-01,Action,535
1997-01-01,Adult,389
1997-01-01,Adventure,259
1997-01-01,Animation,357
1997-01-01,Biography,104
1997-01-01,Comedy,1241
1997-01-01,Crime,351
1997-01-01,Documentary,799
1997-01-01,Drama,1518
1997-01-01,Family,334
1997-01-01,Fantasy,250
1997-01-01,Game-Show,26
1997-01-01,History,113
1997-01-01,Horror,275
1997-01-01,Music,233
1997-01-01,Musical,83
1997-01-01,Mystery,176
1997-01-01,News,30
1997-01-01,Reality-TV,32
1997-01-01,Romance,464
1997-01-01,Sci-Fi,278
1997-01-01,Short,1010
1997-01-01,Sport,106
1997-01-01,Talk-Show,45
1997-01-01,Thriller,490
1997-01-01,War,83
1997-01-01,Western,19
1998-01-01,Action,536
1998-01-01,Adult,380
1998-01-01,Adventure,305
1998-01-01,Animation,385
1998-01-01,Biography,144
1998-01-01,Comedy,1367
1998-01-01,Crime,380
1998-01-01,Documentary,1009
1998-01-01,Drama,1690
1998-01-01,Family,366
1998-01-01,Fantasy,258
1998-01-01,Game-Show,37
1998-01-01,History,103
1998-01-01,Horror,308
1998-01-01,Music,247
1998-01-01,Musical,76
1998-01-01,Mystery,215
1998-01-01,News,31
1998-01-01,Reality-TV,53
1998-01-01,Romance,488
1998-01-01,Sci-Fi,284
1998-01-01,Short,1248
1998-01-01,Sport,129
1998-01-01,Talk-Show,54
1998-01-01,Thriller,516
1998-01-01,War,95
1998-01-01,Western,26
1999-01-01,Action,654
1999-01-01,Adult,429
1999-01-01,Adventure,336
1999-01-01,Animation,492
1999-01-01,Biography,136
1999-01-01,Comedy,1524
1999-01-01,Crime,378
1999-01-01,Documentary,1107
1999-01-01,Drama,1864
1999-01-01,Family,431
1999-01-01,Fantasy,299
1999-01-01,Game-Show,43
1999-01-01,History,140
1999-01-01,Horror,393
1999-01-01,Music,275
1999-01-01,Musical,67
1999-01-01,Mystery,219
1999-01-01,News,40
1999-01-01,Reality-TV,46
1999-01-01,Romance,522
1999-01-01,Sci-Fi,362
1999-01-01,Short,1488
1999-01-01,Sport,143
1999-01-01,Talk-Show,57
1999-01-01,Thriller,600
1999-01-01,War,107
1999-01-01,Western,34
2000-01-01,Action,643
2000-01-01,Adult,423
2000-01-01,Adventure,335
2000-01-01,Animation,538
2000-01-01,Biography,171
2000-01-01,Comedy,1602
2000-01-01,Crime,431
2000-01-01,Documentary,1331
2000-01-01,Drama,1970
2000-01-01,Family,480
2000-01-01,Fantasy,340
2000-01-01,Game-Show,48
2000-01-01,History,132
2000-01-01,Horror,445
2000-01-01,Music,347
2000-01-01,Musical,107
2000-01-01,Mystery,275
2000-01-01,News,28
2000-01-01,Reality-TV,73
2000-01-01,Romance,635
2000-01-01,Sci-Fi,320
2000-01-01,Short,1788
2000-01-01,Sport,156
2000-01-01,Talk-Show,53
2000-01-01,Thriller,615
2000-01-01,War,93
2000-01-01,Western,26
2001-01-01,Action,697
2001-01-01,Adult,451
2001-01-01,Adventure,381
2001-01-01,Animation,526
2001-01-01,Biography,146
2001-01-01,Comedy,1811
2001-01-01,Crime,447
2001-01-01,Documentary,1538
2001-01-01,Drama,2118
2001-01-01,Family,471
2001-01-01,Fantasy,361
2001-01-01,Game-Show,62
2001-01-01,History,130
2001-01-01,Horror,433
2001-01-01,Music,359
2001-01-01,Musical,103
2001-01-01,Mystery,274
2001-01-01,News,44
2001-01-01,Reality-TV,103
2001-01-01,Romance,655
2001-01-01,Sci-Fi,351
2001-01-01,Short,1896
2001-01-01,Sport,160
2001-01-01,Talk-Show,64
2001-01-01,Thriller,593
2001-01-01,War,142
2001-01-01,Western,33
2002-01-01,Action,774
2002-01-01,Adult,466
2002-01-01,Adventure,410
2002-01-01,Animation,536
2002-01-01,Biography,168
2002-01-01,Comedy,2065
2002-01-01,Crime,517
2002-01-01,Documentary,1849
2002-01-01,Drama,2437
2002-01-01,Family,519
2002-01-01,Fantasy,418
2002-01-01,Game-Show,59
2002-01-01,History,128
2002-01-01,Horror,515
2002-01-01,Music,436
2002-01-01,Musical,119
2002-01-01,Mystery,346
2002-01-01,News,43
2002-01-01,Reality-TV,123
2002-01-01,Romance,710
2002-01-01,Sci-Fi,377
2002-01-01,Short,2388
2002-01-01,Sport,162
2002-01-01,Talk-Show,64
2002-01-01,Thriller,720
2002-01-01,War,132
2002-01-01,Western,33
2003-01-01,Action,862
2003-01-01,Adult,454
2003-01-01,Adventure,486
2003-01-01,Animation,609
2003-01-01,Biography,193
2003-01-01,Comedy,2420
2003-01-01,Crime,507
2003-01-01,Documentary,2250
2003-01-01,Drama,2728
2003-01-01,Family,549
2003-01-01,Fantasy,424
2003-01-01,Game-Show,66
2003-01-01,History,162
2003-01-01,Horror,561
2003-01-01,Music,520
2003-01-01,Musical,129
2003-01-01,Mystery,374
2003-01-01,News,48
2003-01-01,Reality-TV,170
2003-01-01,Romance,775
2003-01-01,Sci-Fi,419
2003-01-01,Short,2767
2003-01-01,Sport,172
2003-01-01,Talk-Show,83
2003-01-01,Thriller,713
2003-01-01,War,147
2003-01-01,Western,40
2004-01-01,Action,819
2004-01-01,Adult,514
2004-01-01,Adventure,432
2004-01-01,Animation,584
2004-01-01,Biography,169
2004-01-01,Comedy,2605
2004-01-01,Crime,458
2004-01-01,Documentary,2611
2004-01-01,Drama,2896
2004-01-01,Family,502
2004-01-01,Fantasy,413
2004-01-01,Game-Show,56
2004-01-01,History,185
2004-01-01,Horror,690
2004-01-01,Music,549
2004-01-01,Musical,137
2004-01-01,Mystery,368
2004-01-01,News,56
2004-01-01,Reality-TV,237
2004-01-01,Romance,794
2004-01-01,Sci-Fi,428
2004-01-01,Short,3388
2004-01-01,Sport,220
2004-01-01,Talk-Show,85
2004-01-01,Thriller,774
2004-01-01,War,188
2004-01-01,Western,29
2005-01-01,Action,854
2005-01-01,Adult,467
2005-01-01,Adventure,441
2005-01-01,Animation,631
2005-01-01,Biography,245
2005-01-01,Comedy,2792
2005-01-01,Crime,508
2005-01-01,Documentary,2643
2005-01-01,Drama,3313
2005-01-01,Family,564
2005-01-01,Fantasy,469
2005-01-01,Game-Show,77
2005-01-01,History,222
2005-01-01,Horror,766
2005-01-01,Music,584
2005-01-01,Musical,137
2005-01-01,Mystery,443
2005-01-01,News,76
2005-01-01,Reality-TV,351
2005-01-01,Romance,881
2005-01-01,Sci-Fi,435
2005-01-01,Short,3691
2005-01-01,Sport,271
2005-01-01,Talk-Show,121
2005-01-01,Thriller,851
2005-01-01,War,164
2005-01-01,Western,41
2006-01-01,Action,867
2006-01-01,Adult,471
2006-01-01,Adventure,488
2006-01-01,Animation,662
2006-01-01,Biography,237
2006-01-01,Comedy,2877
2006-01-01,Crime,569
2006-01-01,Documentary,2675
2006-01-01,Drama,3585
2006-01-01,Family,557
2006-01-01,Fantasy,441
2006-01-01,Game-Show,116
2006-01-01,History,256
2006-01-01,Horror,872
2006-01-01,Music,532
2006-01-01,Musical,138
2006-01-01,Mystery,426
2006-01-01,News,90
2006-01-01,Reality-TV,398
2006-01-01,Romance,840
2006-01-01,Sci-Fi,481
2006-01-01,Short,3687
2006-01-01,Sport,328
2006-01-01,Talk-Show,143
2006-01-01,Thriller,955
2006-01-01,War,196
2006-01-01,Western,42
2007-01-01,Action,816
2007-01-01,Adult,361
2007-01-01,Adventure,409
2007-01-01,Animation,635
2007-01-01,Biography,227
2007-01-01,Comedy,2779
2007-01-01,Crime,562
2007-01-01,Documentary,2536
2007-01-01,Drama,3481
2007-01-01,Family,470
2007-01-01,Fantasy,436
2007-01-01,Game-Show,93
2007-01-01,History,264
2007-01-01,Horror,879
2007-01-01,Music,453
2007-01-01,Musical,110
2007-01-01,Mystery,428
2007-01-01,News,82
2007-01-01,Reality-TV,411
2007-01-01,Romance,856
2007-01-01,Sci-Fi,488
2007-01-01,Short,3370
2007-01-01,Sport,260
2007-01-01,Talk-Show,106
2007-01-01,Thriller,929
2007-01-01,War,188
2007-01-01,Western,50
2008-01-01,Action,871
2008-01-01,Adult,305
2008-01-01,Adventure,447
2008-01-01,Animation,675
2008-01-01,Biography,254
2008-01-01,Comedy,2930
2008-01-01,Crime,595
2008-01-01,Documentary,2469
2008-01-01,Drama,3745
2008-01-01,Family,499
2008-01-01,Fantasy,472
2008-01-01,Game-Show,85
2008-01-01,History,256
2008-01-01,Horror,899
2008-01-01,Music,438
2008-01-01,Musical,162
2008-01-01,Mystery,411
2008-01-01,News,61
2008-01-01,Reality-TV,366
2008-01-01,Romance,876
2008-01-01,Sci-Fi,484
2008-01-01,Short,3628
2008-01-01,Sport,266
2008-01-01,Talk-Show,81
2008-01-01,Thriller,969
2008-01-01,War,211
2008-01-01,Western,62
2009-01-01,Action,969
2009-01-01,Adult,225
2009-01-01,Adventure,540
2009-01-01,Animation,666
2009-01-01,Biography,355
2009-01-01,Comedy,3374
2009-01-01,Crime,674
2009-01-01,Documentary,2615
2009-01-01,Drama,4282
2009-01-01,Family,603
2009-01-01,Fantasy,535
2009-01-01,Game-Show,65
2009-01-01,History,395
2009-01-01,Horror,1069
2009-01-01,Music,487
2009-01-01,Musical,163
2009-01-01,Mystery,539
2009-01-01,News,140
2009-01-01,Reality-TV,351
2009-01-01,Romance,923
2009-01-01,Sci-Fi,568
